title,make,model,year,mileage_km,price_usd,fuel,gearbox,city,listing_date,url
Peugeot 206 2010,Peugeot,206,2010,37000,5000,Бензин,Ручна / Механіка,Львів (Львівська),2026-06-18,https://auto.ria.com/uk/auto_peugeot_206_39900553.html
Audi Q3 2019,Audi,Q3,2019,42000,25700,Бензин,Автомат,Львів (Львівська),2026-06-18,https://auto.ria.com/uk/auto_audi_q3_40035416.html
Skoda Octavia 2012,Skoda,Octavia,2012,206000,6900,Бензин,Ручна / Механіка,Запоріжжя,2026-06-18,https://auto.ria.com/uk/auto_skoda_octavia_40035224.html
Opel Zafira 2011,Opel,Zafira,2011,194000,7650,Бензин,Ручна / Механіка,Вінниця,2026-06-18,https://auto.ria.com/uk/auto_opel_zafira_40034839.html
Toyota Hilux 2022,Toyota,Hilux,2022,138000,38400,Дизель,,Житомир,2026-06-18,https://auto.ria.com/uk/auto_toyota_hilux_40034474.html
Renault Scenic 2011,Renault,Scenic,2011,206000,7499,Дизель,Ручна / Механіка,Івано-Франківськ,2026-06-18,https://auto.ria.com/uk/auto_renault_scenic_39895791.html
Ford Focus 2012,Ford,Focus,2012,219000,7800,Дизель,Ручна / Механіка,Дрогобич,2026-06-17,https://auto.ria.com/uk/auto_ford_focus_40032530.html
Hyundai i10 2011,Hyundai,i10,2011,181000,6500,Бензин,Автомат,Дніпро (Дніпропетровськ),2026-06-17,https://auto.ria.com/uk/auto_hyundai_i10_40031079.html
BMW 3 Series 2008,BMW,3,2008,188000,8990,Бензин,Автомат,Київ,2026-06-17,https://auto.ria.com/uk/auto_bmw_3-series_40029917.html
Smart Fortwo 2002,Smart,Fortwo,2002,249000,3350,Бензин,Автомат,Хмельницький,2026-06-17,https://auto.ria.com/uk/auto_smart_fortwo_38029140.html
Nissan Micra 2006,Nissan,Micra,2006,191000,6300,Бензин,Автомат,Київ,2026-06-17,https://auto.ria.com/uk/auto_nissan_micra_39757686.html
Subaru Impreza 2007,Subaru,Impreza,2007,189000,4600,Бензин,Ручна / Механіка,Івано-Франківськ,2026-06-17,https://auto.ria.com/uk/auto_subaru_impreza_40028952.html
Audi Q3 2021,Audi,Q3,2021,69000,27999,Бензин,Автомат,Кам'янське (Дніпродзержинськ),2026-06-17,https://auto.ria.com/uk/auto_audi_q3_40028439.html
ЗАЗ 1102 Таврія-Нова 2001,ЗАЗ,1102,2001,94000,824,Бензин,Ручна / Механіка,Житомир,2026-06-17,https://auto.ria.com/uk/auto_zaz_1102-tavriya-nova_39890589.html
Hyundai Santa FE 2007,Hyundai,Santa,2007,249000,7900,Дизель,Автомат,Тернопіль,2026-06-16,https://auto.ria.com/uk/auto_hyundai_santa-fe_40027171.html
Volkswagen Passat 2017,Volkswagen,Passat,2017,185000,19800,Дизель,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_volkswagen_passat_40025936.html
Renault Grand Scenic 2009,Renault,Grand,2009,243000,5999,Дизель,Ручна / Механіка,Стрий,2026-06-16,https://auto.ria.com/uk/auto_renault_grand-scenic_39244554.html
BMW 5 Series 2002,BMW,5,2002,418000,4900,Дизель,Автомат,Рівне (Рівненська),2026-06-16,https://auto.ria.com/uk/auto_bmw_5-series_40025621.html
MINI Cooper 2012,MINI,Cooper,2012,180000,9000,Бензин,Автомат,Одеса,2026-06-16,https://auto.ria.com/uk/auto_mini_cooper_39546305.html
Volkswagen Golf 2005,Volkswagen,Golf,2005,306000,4200,Бензин,Ручна / Механіка,Макарів,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_golf_40024814.html
Audi Q5 2019,Audi,Q5,2019,80000,26150,Бензин,Автомат,Кам'янець-Подільський,2026-06-16,https://auto.ria.com/uk/auto_audi_q5_39886858.html
Opel Zafira 2009,Opel,Zafira,2009,287000,4750,Дизель,Ручна / Механіка,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_opel_zafira_39746285.html
Renault Grand Scenic 2004,Renault,Grand,2004,177000,3800,Бензин,Ручна / Механіка,Вилкове,2026-06-16,https://auto.ria.com/uk/auto_renault_grand-scenic_39752905.html
Volkswagen Golf Alltrack 2016,Volkswagen,Golf,2016,292000,13500,Дизель,Робот,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_volkswagen_golf-alltrack_40023739.html
Audi A3 2020,Audi,A3,2020,179000,20499,Дизель,Автомат,Луцьк,2026-06-16,https://auto.ria.com/uk/auto_audi_a3_39876687.html
Opel Vectra 1997,Opel,Vectra,1997,250000,1500,Бензин,Ручна / Механіка,Чернігів,2026-06-16,https://auto.ria.com/uk/auto_opel_vectra_38697825.html
Audi e-tron GT 2021,Audi,e-tron,2021,98000,51500,Електро,,Київ,2026-06-15,https://auto.ria.com/uk/auto_audi_e-tron-gt_39744378.html
Audi A6 2006,Audi,A6,2006,350000,6300,Бензин,Типтронік,Бровари,2026-06-15,https://auto.ria.com/uk/auto_audi_a6_39885335.html
Land Rover Range Rover 2012,Land,Rover,2012,219000,18500,Бензин,Автомат,Івано-Франківськ,2026-06-15,https://auto.ria.com/uk/auto_land-rover_range-rover_38608056.html
Ford Mondeo 2007,Ford,Mondeo,2007,233000,3950,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_ford_mondeo_38031831.html
BMW X3 2009,BMW,X3,2009,209000,9000,Бензин,Автомат,Одеса,2026-06-15,https://auto.ria.com/uk/auto_bmw_x3_40022788.html
Lexus IS 2007,Lexus,IS,2007,245000,8000,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_lexus_is_38522596.html
Lincoln MKT 2012,Lincoln,MKT,2012,289000,7790,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_lincoln_mkt_40020780.html
Mitsubishi Lancer 1999,Mitsubishi,Lancer,1999,90000,999,,,Дніпро (Дніпропетровськ),2026-06-15,https://auto.ria.com/uk/auto_mitsubishi_lancer_39896847.html
Volkswagen Touareg 2013,Volkswagen,Touareg,2013,290000,17300,Дизель,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_volkswagen_touareg_39882180.html
Ford Mondeo 2010,Ford,Mondeo,2010,296000,6900,Бензин,Автомат,Тернопіль,2026-06-15,https://auto.ria.com/uk/auto_ford_mondeo_39882009.html
Ford Fusion 2017,Ford,Fusion,2017,178000,12999,Гібрид,Автомат,Полтава,2026-06-15,https://auto.ria.com/uk/auto_ford_fusion_39884746.html
Volkswagen Passat 2014,Volkswagen,Passat,2014,210000,9100,Дизель,Ручна / Механіка,Львів (Львівська),2026-06-15,https://auto.ria.com/uk/auto_volkswagen_passat_39695713.html
Smart Fortwo 2001,Smart,Fortwo,2001,290000,2600,Бензин,Робот,Бориспіль,2026-06-14,https://auto.ria.com/uk/auto_smart_fortwo_40018325.html
Audi A6 2009,Audi,A6,2009,275000,9300,Дизель,Автомат,Дрогобич,2026-06-14,https://auto.ria.com/uk/auto_audi_a6_40018191.html
BMW 5 Series 2005,BMW,5,2005,413000,9000,Бензин,Автомат,Чернігів,2026-06-14,https://auto.ria.com/uk/auto_bmw_5-series_39861058.html
Volkswagen Golf Plus 2008,Volkswagen,Golf,2008,176000,5999,Бензин,Ручна / Механіка,Чернівці (Чернівецька),2026-06-14,https://auto.ria.com/uk/auto_volkswagen_golf-plus_40017995.html
BMW X3 2017,BMW,X3,2017,152000,16300,Бензин,Автомат,Сарни,2026-06-14,https://auto.ria.com/uk/auto_bmw_x3_39877932.html
Renault Zoe 2016,Renault,Zoe,2016,135000,6900,Електро,,Київ,2026-06-14,https://auto.ria.com/uk/auto_renault_zoe_40017321.html
Skoda Superb 2013,Skoda,Superb,2013,165000,11500,Бензин,Ручна / Механіка,Харків,2026-06-14,https://auto.ria.com/uk/auto_skoda_superb_38458941.html
Mazda 6 2012,Mazda,6,2012,270000,8900,Дизель,Автомат,Калуш,2026-06-14,https://auto.ria.com/uk/auto_mazda_6_40016966.html
Dacia Sandero StepWay 2013,Dacia,Sandero,2013,73000,7700,Бензин,Ручна / Механіка,Вінниця,2026-06-14,https://auto.ria.com/uk/auto_dacia_sandero-stepway_40016807.html
Porsche Taycan 2021,Porsche,Taycan,2021,77000,75000,Електро,,Київ,2026-06-14,https://auto.ria.com/uk/auto_porsche_taycan_39878915.html
Chevrolet Captiva 2008,Chevrolet,Captiva,2008,208000,7500,Бензин,Автомат,Люботин,2026-06-14,https://auto.ria.com/uk/auto_chevrolet_captiva_39385245.html
Skoda Octavia 2007,Skoda,Octavia,2007,319000,5000,Бензин,Ручна / Механіка,Харків,2026-06-14,https://auto.ria.com/uk/auto_skoda_octavia_40016077.html
Tesla Model Y 2023,Tesla,Model,2023,32000,30000,Електро,,Рівне (Рівненська),2026-06-14,https://auto.ria.com/uk/auto_tesla_model-y_40015699.html
Ford Galaxy 2010,Ford,Galaxy,2010,298000,9700,Дизель,Типтронік,Миколаїв (Миколаївська),2026-06-14,https://auto.ria.com/uk/auto_ford_galaxy_38934106.html
Hyundai i30 2008,Hyundai,i30,2008,285000,5700,Дизель,Ручна / Механіка,Черкаси,2026-06-14,https://auto.ria.com/uk/auto_hyundai_i30_40015179.html
BMW 3 Series 2013,BMW,3,2013,153000,9999,Бензин,Автомат,Кременець,2026-06-13,https://auto.ria.com/uk/auto_bmw_3-series_40014215.html
Skoda Kodiaq 2022,Skoda,Kodiaq,2022,193000,28999,Дизель,Автомат,Свалява,2026-06-13,https://auto.ria.com/uk/auto_skoda_kodiaq_39723585.html
Nissan Leaf 2016,Nissan,Leaf,2016,141000,6900,Електро,,Бережани,2026-06-13,https://auto.ria.com/uk/auto_nissan_leaf_40012922.html
Chevrolet Captiva 2006,Chevrolet,Captiva,2006,270000,7777,Дизель,Ручна / Механіка,Сторожинець,2026-06-13,https://auto.ria.com/uk/auto_chevrolet_captiva_40011659.html
Dacia Dokker 2013,Dacia,Dokker,2013,185000,7100,Дизель,Ручна / Механіка,Дрогобич,2026-06-13,https://auto.ria.com/uk/auto_dacia_dokker_39849699.html
Audi A3 2016,Audi,A3,2016,93000,16500,Гібрид,Автомат,Львів (Львівська),2026-06-13,https://auto.ria.com/uk/auto_audi_a3_39893665.html
Nissan Leaf 2014,Nissan,Leaf,2014,118000,7600,Електро,,Рівне (Рівненська),2026-06-12,https://auto.ria.com/uk/auto_nissan_leaf_40009293.html
Ford Fiesta 2013,Ford,Fiesta,2013,218000,6500,Бензин,Автомат,Українка (Київська),2026-06-12,https://auto.ria.com/uk/auto_ford_fiesta_40008130.html
BMW 3 Series 2019,BMW,3,2019,40000,24800,Бензин,Автомат,Львів (Львівська),2026-06-12,https://auto.ria.com/uk/auto_bmw_3-series_39552950.html
Renault Kangoo 2008,Renault,Kangoo,2008,251000,5700,Дизель,Ручна / Механіка,Дніпро (Дніпропетровськ),2026-06-12,https://auto.ria.com/uk/auto_renault_kangoo_40007465.html
Skoda Rapid 2017,Skoda,Rapid,2017,199000,8999,Бензин,Ручна / Механіка,Дніпро (Дніпропетровськ),2026-06-12,https://auto.ria.com/uk/auto_skoda_rapid_39729006.html
ЗАЗ 1103 Славута 2001,ЗАЗ,1103,2001,100000,750,Бензин,,Лубни,2026-06-12,https://auto.ria.com/uk/auto_zaz_1103-slavuta_38735045.html
Volkswagen Touran 2006,Volkswagen,Touran,2006,157000,3850,Бензин,Ручна / Механіка,Чернівці (Чернівецька),2026-06-11,https://auto.ria.com/uk/auto_volkswagen_touran_40004539.html
Audi Q5 2022,Audi,Q5,2022,90000,31900,Гібрид,Автомат,Київ,2026-06-11,https://auto.ria.com/uk/auto_audi_q5_40003853.html
Land Rover Range Rover Sport 2018,Land,Rover,2018,114000,50500,Дизель,Автомат,Івано-Франківськ,2026-06-11,https://auto.ria.com/uk/auto_land-rover_range-rover-sport_39146116.html
Honda Accord 2008,Honda,Accord,2008,280000,5800,Бензин,Автомат,Чернігів,2026-06-11,https://auto.ria.com/uk/auto_honda_accord_39058258.html
BMW X5 2021,BMW,X5,2021,117000,48200,Гібрид,Автомат,Львів (Львівська),2026-06-11,https://auto.ria.com/uk/auto_bmw_x5_40001429.html
Volkswagen Passat 2011,Volkswagen,Passat,2011,385000,7300,Бензин,Ручна / Механіка,Київ,2026-06-11,https://auto.ria.com/uk/auto_volkswagen_passat_32394131.html
Mercedes-Benz GLC-Class 2019,Mercedes-Benz,GLC-Class,2019,118000,38999,Дизель,Автомат,Київ,2026-06-11,https://auto.ria.com/uk/auto_mercedes-benz_glc-class_39502794.html
Mercedes-Benz GLS-Class 2023,Mercedes-Benz,GLS-Class,2023,83000,96499,Дизель,Автомат,Київ,2026-06-11,https://auto.ria.com/uk/auto_mercedes-benz_gls-class_39859414.html
Honda Accord 2024,Honda,Accord,2024,12000,33250,Гібрид,Варіатор,Боярка,2026-06-11,https://auto.ria.com/uk/auto_honda_accord_39183444.html
Daewoo Lanos 2005,Daewoo,Lanos,2005,198000,2200,Бензин,Ручна / Механіка,Іза,2026-06-11,https://auto.ria.com/uk/auto_daewoo_lanos_39862523.html
Volkswagen Passat 2006,Volkswagen,Passat,2006,205000,5999,Бензин,Ручна / Механіка,Вінниця,2026-06-10,https://auto.ria.com/uk/auto_volkswagen_passat_36824953.html
Toyota Avensis 2008,Toyota,Avensis,2008,182000,7499,Бензин,Ручна / Механіка,Бердичів,2026-06-15,https://auto.ria.com/uk/auto_toyota_avensis_39859914.html
Mercedes-Benz AMG GT 2019,Mercedes-Benz,AMG,2019,62000,109500,Бензин,Автомат,Одеса,2026-06-10,https://auto.ria.com/uk/auto_mercedes-benz_amg-gt_39995470.html
Chevrolet Lacetti 2007,Chevrolet,Lacetti,2007,302000,2540,Бензин,Ручна / Механіка,Івано-Франківськ,2026-06-09,https://auto.ria.com/uk/auto_chevrolet_lacetti_39994903.html
BMW X7 2021,BMW,X7,2021,72000,72900,Бензин,Автомат,Київ,2026-06-10,https://auto.ria.com/uk/auto_bmw_x7_39993997.html
Volkswagen Tiguan 2019,Volkswagen,Tiguan,2019,105000,25200,Бензин,Автомат,Львів (Львівська),2026-06-09,https://auto.ria.com/uk/auto_volkswagen_tiguan_39830953.html
Mitsubishi Outlander 2016,Mitsubishi,Outlander,2016,150000,13800,Бензин,Варіатор,Одеса,2026-06-09,https://auto.ria.com/uk/auto_mitsubishi_outlander_39993060.html
Ford Transit Connect 2008,Ford,Transit,2008,165000,3300,Дизель,,Звягель,2026-06-09,https://auto.ria.com/uk/auto_ford_transit-connect_39992763.html
Jaguar XF 2012,Jaguar,XF,2012,160000,13500,Бензин,Автомат,Київ,2026-06-09,https://auto.ria.com/uk/auto_jaguar_xf_39992697.html
MINI Countryman 2012,MINI,Countryman,2012,169000,8200,Бензин,Автомат,Київ,2026-06-09,https://auto.ria.com/uk/auto_mini_countryman_39075588.html
Fiat Scudo 2007,Fiat,Scudo,2007,372000,5300,Дизель,Ручна / Механіка,Чернівці (Чернівецька),2026-06-28,https://auto.ria.com/uk/auto_fiat_scudo_39988314.html
Mercedes-Benz G-Class 2025,Mercedes-Benz,G-Class,2025,15000,329000,Гібрид,Автомат,Київ,2026-06-28,https://auto.ria.com/uk/auto_mercedes-benz_g-class_39988284.html
Honda CR-V 2018,Honda,CR-V,2018,70000,20700,Бензин,Автомат,Ромни,2026-06-28,https://auto.ria.com/uk/auto_honda_cr-v_39987404.html
Nissan Rogue 2018,Nissan,Rogue,2018,133000,14500,Бензин,Варіатор,Тернопіль,2026-06-28,https://auto.ria.com/uk/auto_nissan_rogue_39987844.html
Volvo V60 2011,Volvo,V60,2011,212000,7400,Дизель,Ручна / Механіка,Львів (Львівська),2026-06-28,https://auto.ria.com/uk/auto_volvo_v60_38401836.html
Volkswagen e-Golf 2015,Volkswagen,e-Golf,2015,132000,8450,Електро,,Чернівці (Чернівецька),2026-06-07,https://auto.ria.com/uk/auto_volkswagen_e-golf_39973878.html
Opel Vectra 1999,Opel,Vectra,1999,281000,3780,Бензин,Ручна / Механіка,Рівне (Рівненська),2026-06-07,https://auto.ria.com/uk/auto_opel_vectra_39983494.html
Nissan Rogue 2023,Nissan,Rogue,2023,37000,23500,Бензин,Варіатор,Кривий Ріг,2026-06-07,https://auto.ria.com/uk/auto_nissan_rogue_38666871.html
Ford Focus 2010,Ford,Focus,2010,200000,6999,Дизель,Ручна / Механіка,Калуш,2026-06-07,https://auto.ria.com/uk/auto_ford_focus_39261008.html
ЗАЗ Vida 2013,ЗАЗ,Vida,2013,160000,3300,Бензин,Ручна / Механіка,Ромни,2026-06-06,https://auto.ria.com/uk/auto_zaz_vida_39980004.html
Nissan Note 2010,Nissan,Note,2010,172000,6000,Бензин,Ручна / Механіка,Дніпро (Дніпропетровськ),2026-06-06,https://auto.ria.com/uk/auto_nissan_note_39979984.html
Volkswagen Golf 2006,Volkswagen,Golf,2006,272000,6350,Бензин,Ручна / Механіка,Ужгород,2026-06-06,https://auto.ria.com/uk/auto_volkswagen_golf_39979457.html
Toyota Camry 2009,Toyota,Camry,2009,97000,8500,Бензин,Автомат,Тернопіль,2026-06-06,https://auto.ria.com/uk/auto_toyota_camry_39556978.html
Mercedes-Benz GLB-Class 2021,Mercedes-Benz,GLB-Class,2021,174000,29900,Дизель,Автомат,Тернопіль,2026-06-06,https://auto.ria.com/uk/auto_mercedes-benz_glb-class_39785782.html
Volvo XC60 2019,Volvo,XC60,2019,59000,24949,Бензин,Автомат,Жовква,2026-06-05,https://auto.ria.com/uk/auto_volvo_xc60_39838120.html
Mercedes-Benz EQC 2020,Mercedes-Benz,EQC,2020,88000,30500,Електро,,Київ,2026-06-05,https://auto.ria.com/uk/auto_mercedes-benz_eqc_39700837.html
Hyundai Sonata 2010,Hyundai,Sonata,2010,267000,6500,Бензин,Автомат,Чугуїв,2026-06-05,https://auto.ria.com/uk/auto_hyundai_sonata_39837208.html
Mercedes-Benz E-Class 2020,Mercedes-Benz,E-Class,2020,3000,41000,Дизель,Автомат,Київ,2026-06-05,https://auto.ria.com/uk/auto_mercedes-benz_e-class_37138709.html
Chery QQ 2008,Chery,QQ,2008,190000,950,Бензин,Ручна / Механіка,Київ,2026-06-05,https://auto.ria.com/uk/auto_chery_qq_39529299.html
Toyota Highlander 2015,Toyota,Highlander,2015,231000,21900,Бензин,Автомат,Вінниця,2026-06-04,https://auto.ria.com/uk/auto_toyota_highlander_39252021.html
